ID_anonym,IMD_Quintile,WP1_InCare_n_J,WP2_GCSE_both_n_J,WP3_FSM_n_J,WP4_LPN_n_J,WP5_1stGen_n_J,WP6_SEC_J,WP7_IMD_J,wp_sum_J,wp_ind_J
45438404,NA,0,NA,NA,NA,0,0,0,0,0
45437408,NA,0,NA,NA,NA,0,0,0,0,0
45437338,NA,0,NA,NA,NA,0,0,0,0,0
45436244,NA,0,NA,NA,NA,0,0,0,0,0
45435505,NA,0,NA,NA,NA,0,0,0,0,0
45434395,5,0,NA,NA,0,0,0,0,0,0
45434312,NA,0,NA,NA,NA,0,0,0,0,0
45433576,NA,0,NA,NA,NA,0,0,0,0,0
45432228,NA,0,NA,NA,NA,0,0,0,0,0
45431938,NA,0,NA,NA,NA,0,0,0,0,0
45406764,NA,0,NA,NA,NA,0,0,0,0,0
45401522,NA,0,NA,NA,NA,0,0,0,0,0
45401500,3,0,NA,NA,NA,1,0,0,1,0
45401406,NA,0,NA,NA,NA,0,0,0,0,0
45401314,NA,0,NA,NA,NA,0,0,0,0,0
45400698,NA,0,NA,NA,NA,0,0,0,0,0
45397372,NA,0,NA,NA,NA,0,0,0,0,0
45397285,NA,0,NA,NA,NA,0,0,0,0,0
45397182,5,0,NA,NA,0,0,0,0,0,0
45397076,3,0,NA,NA,0,0,0,0,0,0
45397057,NA,0,NA,NA,NA,0,0,0,0,0
45397049,NA,0,NA,NA,NA,0,0,0,0,0
45396915,4,0,NA,NA,0,0,0,0,0,0
45396860,NA,0,NA,NA,NA,0,0,0,0,0
45396837,NA,0,NA,NA,NA,0,0,0,0,0
45396764,NA,0,NA,NA,NA,0,0,0,0,0
45396748,NA,0,NA,NA,NA,0,0,0,0,0
45396717,NA,0,NA,NA,NA,0,0,0,0,0
45396627,NA,0,NA,NA,NA,0,0,0,0,0
45396556,NA,0,NA,NA,NA,0,0,0,0,0
45396335,NA,0,NA,NA,NA,0,0,0,0,0
45396307,NA,0,NA,NA,NA,0,0,0,0,0
45396295,NA,0,NA,NA,NA,0,0,0,0,0
45396009,NA,0,NA,NA,NA,0,0,0,0,0
45395834,NA,0,NA,NA,NA,0,0,0,0,0
45395536,NA,0,NA,NA,NA,0,0,0,0,0
45395376,NA,0,NA,NA,NA,0,0,0,0,0
45395366,4,0,NA,NA,0,1,0,0,1,0
45395337,NA,0,NA,NA,NA,0,0,0,0,0
45395065,NA,0,NA,NA,NA,0,0,0,0,0
45394965,NA,0,NA,NA,NA,0,0,0,0,0
45394892,NA,0,NA,NA,NA,0,0,0,0,0
45394812,NA,0,NA,NA,NA,0,0,0,0,0
45394778,NA,0,NA,NA,NA,0,0,0,0,0
45394410,NA,0,NA,NA,NA,0,0,0,0,0
45393919,NA,0,NA,NA,NA,0,0,0,0,0
45392953,NA,0,NA,NA,NA,0,0,0,0,0
45392580,NA,0,NA,NA,NA,0,0,0,0,0
45392052,2,0,0,0,0,0,0,1,1,0
45391759,5,0,NA,NA,0,1,0,0,1,0
45391725,3,0,0,0,0,1,0,0,1,0
45391358,NA,0,NA,NA,NA,0,0,0,0,0
45389858,NA,0,NA,NA,NA,0,0,0,0,0
45389682,NA,0,NA,NA,NA,0,0,0,0,0
45389676,NA,0,NA,NA,NA,0,0,0,0,0
45389093,5,0,NA,NA,0,0,0,0,0,0
45389023,NA,0,NA,NA,NA,0,0,0,0,0
45388969,NA,0,NA,NA,NA,0,0,0,0,0
45388930,NA,0,NA,NA,NA,0,0,0,0,0
45388858,NA,0,NA,NA,NA,0,0,0,0,0
45388707,NA,0,NA,NA,NA,0,0,0,0,0
45388699,NA,0,NA,NA,NA,0,0,0,0,0
45388555,NA,0,NA,NA,NA,0,0,0,0,0
45388181,2,0,NA,NA,0,1,0,1,2,1
45387995,NA,0,NA,NA,NA,0,0,0,0,0
45387958,NA,0,NA,NA,NA,0,0,0,0,0
45387833,NA,0,NA,NA,NA,0,0,0,0,0
45387418,5,0,0,0,0,1,0,0,1,0
45386868,NA,0,NA,NA,NA,0,0,0,0,0
45386507,4,0,NA,NA,0,1,0,0,1,0
45386195,NA,0,NA,NA,NA,0,0,0,0,0
45385997,NA,0,NA,NA,NA,0,0,0,0,0
45385996,NA,0,NA,NA,NA,0,0,0,0,0
45385933,NA,0,NA,NA,NA,0,0,0,0,0
45385926,NA,0,NA,NA,NA,0,0,0,0,0
45385689,2,0,0,0,0,1,0,1,2,1
45385399,NA,0,NA,NA,NA,0,0,0,0,0
45385298,NA,0,NA,NA,NA,0,0,0,0,0
45385225,4,0,0,0,0,0,0,0,0,0
45385217,5,0,0,0,0,0,0,0,0,0
45385180,5,0,0,0,0,0,0,0,0,0
45385178,4,0,0,0,0,1,0,0,1,0
45385109,4,0,NA,NA,0,1,0,0,1,0
45385101,3,0,NA,NA,0,0,0,0,0,0
45384982,NA,0,NA,NA,NA,0,0,0,0,0
45384901,NA,0,NA,NA,NA,0,0,0,0,0
45384789,NA,0,NA,NA,NA,0,0,0,0,0
45384751,NA,0,NA,NA,NA,0,0,0,0,0
45384653,5,0,0,0,0,1,0,0,1,0
45384590,2,0,0,0,0,1,0,1,2,1
45384549,NA,0,NA,NA,NA,0,0,0,0,0
45384537,5,0,NA,NA,0,0,0,0,0,0
45384488,NA,0,NA,NA,NA,0,0,0,0,0
45384468,NA,0,NA,NA,NA,0,0,0,0,0
45384466,NA,0,NA,NA,NA,0,0,0,0,0
45384459,NA,0,NA,NA,NA,0,0,0,0,0
45384451,NA,0,NA,NA,NA,0,0,0,0,0
45384356,4,0,0,0,0,1,0,0,1,0
45384285,NA,0,NA,NA,NA,0,0,0,0,0
45384280,NA,0,NA,NA,NA,0,0,0,0,0
45384257,NA,0,NA,NA,NA,0,0,0,0,0
45384254,5,0,NA,NA,0,0,1,0,1,0
45384179,NA,0,NA,NA,NA,0,0,0,0,0
45384103,NA,0,NA,NA,NA,0,0,0,0,0
45384097,NA,0,NA,NA,NA,0,0,0,0,0
45383985,NA,0,1,0,NA,0,0,0,1,0
45383973,5,0,0,0,0,1,0,0,1,0
45383885,NA,0,NA,NA,NA,0,0,0,0,0
45383880,NA,0,NA,NA,NA,0,0,0,0,0
45383855,NA,0,NA,NA,NA,0,0,0,0,0
45383685,NA,0,NA,NA,NA,0,0,0,0,0
45383672,NA,0,NA,NA,NA,0,0,0,0,0
45383568,5,0,0,0,0,1,0,0,1,0
45383382,NA,0,NA,NA,NA,0,0,0,0,0
45383364,5,0,0,0,0,1,0,0,1,0
45383271,NA,0,NA,NA,NA,0,0,0,0,0
45383266,NA,0,NA,NA,NA,0,0,0,0,0
45383137,5,0,NA,NA,0,0,0,0,0,0
45383072,NA,0,NA,NA,NA,0,0,0,0,0
45382991,3,0,0,0,0,1,0,0,1,0
45382907,5,0,0,0,0,1,0,0,1,0
45382847,4,0,0,1,0,0,0,0,1,0
45382783,NA,0,NA,NA,NA,0,0,0,0,0
45382770,NA,0,NA,NA,NA,0,0,0,0,0
45382718,NA,0,NA,NA,NA,0,0,0,0,0
45382661,1,0,0,0,1,0,0,1,2,1
45382540,4,0,NA,NA,0,0,0,0,0,0
45382484,5,0,NA,NA,0,1,0,0,1,0
45382368,NA,0,NA,NA,NA,0,0,0,0,0
45382326,NA,0,NA,NA,NA,0,0,0,0,0
45382251,4,0,NA,NA,0,1,0,0,1,0
45382183,NA,0,NA,NA,NA,0,0,0,0,0
45382125,4,0,0,0,1,0,0,0,1,0
45382098,NA,0,NA,NA,NA,0,0,0,0,0
45382023,NA,0,NA,NA,NA,0,0,0,0,0
45381983,NA,0,NA,NA,NA,0,0,0,0,0
45381982,NA,0,NA,NA,NA,0,0,0,0,0
45381925,NA,0,NA,NA,NA,0,0,0,0,0
45381855,5,0,NA,NA,0,1,0,0,1,0
45381727,3,0,NA,NA,0,1,0,0,1,0
45381670,NA,0,NA,NA,NA,0,0,0,0,0
45381648,NA,0,NA,NA,NA,0,0,0,0,0
45381631,NA,0,NA,NA,NA,0,0,0,0,0
45381572,NA,0,NA,NA,NA,0,0,0,0,0
45381449,1,0,1,0,0,1,0,1,3,1
45381444,NA,0,NA,NA,NA,0,0,0,0,0
45381324,NA,0,NA,NA,NA,0,0,0,0,0
45381322,NA,0,NA,NA,NA,0,0,0,0,0
45381305,NA,0,NA,NA,NA,0,0,0,0,0
45381243,5,0,0,0,0,1,0,0,1,0
45381184,NA,0,NA,NA,NA,0,0,0,0,0
45381081,5,0,0,0,0,1,0,0,1,0
45381055,2,0,0,1,0,0,0,1,2,1
45380966,NA,0,NA,NA,NA,0,0,0,0,0
45380924,5,0,NA,NA,0,0,0,0,0,0
45380905,NA,0,NA,NA,NA,0,0,0,0,0
45380872,5,0,0,0,0,1,0,0,1,0
45380808,NA,0,NA,NA,NA,0,0,0,0,0
45380799,NA,0,NA,NA,NA,0,0,0,0,0
45380683,1,0,0,0,0,0,0,1,1,0
45380542,NA,0,0,0,0,1,0,0,1,0
45380539,4,0,NA,NA,0,0,0,0,0,0
45380467,NA,0,NA,NA,NA,0,0,0,0,0
45380447,NA,0,NA,NA,NA,0,0,0,0,0
45380410,NA,0,NA,NA,NA,0,0,0,0,0
45380408,NA,0,NA,NA,NA,0,0,0,0,0
45380397,NA,0,NA,NA,NA,0,0,0,0,0
45380394,NA,0,NA,NA,NA,0,0,0,0,0
45380340,3,0,NA,NA,0,1,0,0,1,0
45380104,NA,0,NA,NA,NA,0,0,0,0,0
45380080,NA,0,NA,NA,NA,0,0,0,0,0
45380072,NA,0,NA,NA,NA,0,0,0,0,0
45380065,NA,0,NA,NA,NA,0,0,0,0,0
45379952,NA,0,NA,NA,NA,0,0,0,0,0
45379886,NA,0,NA,NA,NA,0,0,0,0,0
45379871,2,0,0,0,0,0,1,1,2,1
45379867,NA,0,NA,NA,NA,0,0,0,0,0
45379662,4,0,0,0,0,0,0,0,0,0
45379593,2,0,1,0,0,1,1,1,4,1
45379540,NA,0,NA,NA,NA,0,0,0,0,0
45379532,1,0,0,1,0,0,1,1,3,1
45379515,5,0,0,0,0,0,0,0,0,0
45379441,NA,0,NA,NA,NA,0,0,0,0,0
45379440,NA,0,NA,NA,NA,0,0,0,0,0
45379430,NA,0,NA,NA,NA,0,0,0,0,0
45379417,NA,0,NA,NA,NA,0,0,0,0,0
45379384,NA,0,NA,NA,NA,0,0,0,0,0
45379379,NA,0,NA,NA,NA,0,0,0,0,0
45379289,NA,0,NA,NA,NA,0,0,0,0,0
45379121,NA,0,NA,NA,NA,0,0,0,0,0
45379103,NA,0,NA,NA,NA,0,0,0,0,0
45379039,3,0,NA,NA,0,1,0,0,1,0
45379010,4,0,0,0,0,1,0,0,1,0
45379008,5,0,0,0,0,0,0,0,0,0
45379006,NA,0,NA,NA,NA,0,0,0,0,0
45379005,NA,0,NA,NA,NA,0,0,0,0,0
45379001,NA,0,NA,NA,NA,0,0,0,0,0
45378993,NA,0,NA,NA,NA,0,0,0,0,0
45378975,NA,0,NA,NA,NA,0,0,0,0,0
45378877,NA,0,NA,NA,NA,0,0,0,0,0
45378869,NA,0,NA,NA,NA,0,0,0,0,0
45378759,5,0,NA,NA,0,1,0,0,1,0
45378732,NA,0,NA,NA,NA,0,0,0,0,0
45378699,NA,0,NA,NA,NA,0,0,0,0,0
45378594,5,0,NA,NA,0,1,0,0,1,0
45378582,3,0,0,0,0,1,0,0,1,0
45378575,5,0,0,0,0,0,0,0,0,0
45378566,NA,0,NA,NA,NA,0,0,0,0,0
45378564,NA,0,NA,NA,NA,0,0,0,0,0
45378561,NA,0,NA,NA,NA,0,0,0,0,0
45378542,NA,0,NA,NA,NA,0,0,0,0,0
45378499,NA,0,NA,NA,NA,0,0,0,0,0
45378493,NA,0,NA,NA,NA,0,0,0,0,0
45378435,NA,0,NA,NA,NA,0,0,0,0,0
45378418,NA,0,NA,NA,NA,0,0,0,0,0
45378407,2,0,NA,NA,0,1,0,1,2,1
45378381,3,0,NA,NA,0,1,0,0,1,0
45378360,2,0,NA,NA,0,1,0,1,2,1
45378270,4,0,0,0,1,0,0,0,1,0
45378230,4,0,0,0,0,1,0,0,1,0
45378227,3,0,0,0,0,1,0,0,1,0
45378186,NA,0,NA,NA,NA,0,0,0,0,0
45378183,NA,0,NA,NA,NA,0,0,0,0,0
45378174,NA,0,NA,NA,NA,0,0,0,0,0
45378160,NA,0,NA,NA,NA,0,0,0,0,0
45378101,NA,0,NA,NA,NA,0,0,0,0,0
45378017,5,0,NA,NA,0,1,0,0,1,0
45378014,NA,0,NA,NA,NA,0,0,0,0,0
45378012,NA,0,NA,NA,NA,0,0,0,0,0
45377964,4,0,0,0,0,0,0,0,0,0
45377832,NA,0,NA,NA,NA,0,0,0,0,0
45377810,3,0,0,0,0,1,0,0,1,0
45377641,NA,0,NA,NA,NA,0,0,0,0,0
45377571,NA,0,NA,NA,NA,0,0,0,0,0
45377549,NA,0,NA,NA,NA,0,0,0,0,0
45377536,NA,0,NA,NA,NA,0,0,0,0,0
45377366,NA,0,NA,NA,NA,0,0,0,0,0
45377363,NA,0,NA,NA,NA,0,0,0,0,0
45377360,NA,0,NA,NA,NA,0,0,0,0,0
45377197,3,0,0,0,0,1,0,0,1,0
45377170,NA,0,NA,NA,NA,0,0,0,0,0
45377155,NA,0,NA,NA,NA,0,0,0,0,0
45377141,NA,0,NA,NA,NA,0,0,0,0,0
45377119,NA,0,NA,NA,NA,0,0,0,0,0
45377100,5,0,0,0,0,0,0,0,0,0
45377069,1,0,1,1,0,1,0,1,4,1
45377029,NA,0,NA,NA,NA,0,0,0,0,0
45376963,4,0,1,0,0,0,0,0,1,0
45376946,5,0,NA,NA,0,0,0,0,0,0
45376922,1,0,0,0,0,0,0,1,1,0
45376916,5,0,NA,NA,0,0,0,0,0,0
45376882,NA,0,NA,NA,NA,0,0,0,0,0
45376877,NA,0,NA,NA,NA,0,0,0,0,0
45376874,2,0,NA,NA,0,1,0,1,2,1
45376853,2,0,0,0,0,1,0,1,2,1
45376852,NA,0,NA,NA,NA,0,0,0,0,0
45376851,NA,0,NA,NA,NA,0,0,0,0,0
45376832,NA,0,NA,NA,NA,0,0,0,0,0
45376762,NA,0,NA,NA,NA,0,0,0,0,0
45376548,NA,0,NA,NA,NA,0,0,0,0,0
45376528,5,0,0,0,0,1,0,0,1,0
45376512,2,0,1,0,0,0,0,1,2,1
45376446,NA,0,NA,NA,NA,0,0,0,0,0
45376429,NA,0,NA,NA,NA,0,0,0,0,0
45376401,NA,0,NA,NA,NA,0,0,0,0,0
45376392,NA,0,NA,NA,NA,0,0,0,0,0
45376260,5,0,NA,NA,0,1,0,0,1,0
45376147,NA,0,NA,NA,NA,0,0,0,0,0
45376095,3,0,1,0,0,1,0,0,2,1
45376091,5,0,0,0,0,1,0,0,1,0
45376038,NA,0,NA,NA,NA,0,0,0,0,0
45376035,NA,0,NA,NA,NA,0,0,0,0,0
45376008,NA,0,NA,NA,NA,0,0,0,0,0
45375934,NA,0,NA,NA,NA,0,0,0,0,0
45375879,NA,0,NA,NA,NA,0,0,0,0,0
45375821,NA,0,NA,NA,NA,0,0,0,0,0
45375769,NA,0,NA,NA,NA,0,0,0,0,0
45375767,NA,0,NA,NA,NA,0,0,0,0,0
45375732,NA,0,NA,NA,NA,0,0,0,0,0
45375692,4,0,0,0,0,1,0,0,1,0
45375603,NA,0,NA,NA,NA,0,0,0,0,0
45375319,NA,0,NA,NA,NA,0,0,0,0,0
45375155,5,0,NA,NA,0,1,0,0,1,0
45375076,NA,0,NA,NA,NA,0,0,0,0,0
45375062,5,0,NA,NA,0,1,0,0,1,0
45375005,NA,0,NA,NA,NA,0,0,0,0,0
45374997,NA,0,NA,NA,NA,0,0,0,0,0
45374932,NA,0,NA,NA,NA,0,0,0,0,0
45374923,NA,0,NA,NA,NA,0,0,0,0,0
45374891,2,0,1,0,0,1,0,1,3,1
45374872,NA,0,NA,NA,NA,0,0,0,0,0
45374692,4,0,1,1,0,0,0,0,2,1
45374643,3,0,0,0,0,1,0,0,1,0
45374580,NA,0,NA,NA,NA,0,0,0,0,0
45374572,NA,0,NA,NA,NA,0,0,0,0,0
45374544,NA,0,NA,NA,NA,0,0,0,0,0
45374505,2,0,0,0,0,0,1,1,2,1
45374410,NA,0,NA,NA,NA,0,0,0,0,0
45374397,NA,0,NA,NA,NA,0,0,0,0,0
45374353,NA,0,NA,NA,NA,0,0,0,0,0
45374351,NA,0,NA,NA,NA,0,0,0,0,0
45374338,NA,0,NA,NA,NA,0,0,0,0,0
45374286,5,0,0,0,0,1,0,0,1,0
45374118,NA,0,NA,NA,NA,0,0,0,0,0
45374103,NA,0,NA,NA,NA,0,0,0,0,0
45374083,3,0,NA,NA,0,1,0,0,1,0
45374043,NA,0,NA,NA,NA,0,0,0,0,0
45374020,NA,0,NA,NA,NA,0,0,0,0,0
45373946,NA,0,NA,NA,NA,0,0,0,0,0
45373862,2,0,1,1,0,0,0,1,3,1
45373847,1,0,0,1,0,1,0,1,3,1
45373746,NA,0,NA,NA,NA,0,0,0,0,0
45373730,NA,0,NA,NA,NA,0,0,0,0,0
45373662,2,0,1,0,0,1,1,1,4,1
45373512,NA,0,NA,NA,NA,0,0,0,0,0
45373453,NA,0,0,0,0,1,0,0,1,0
45373440,5,0,NA,NA,0,0,0,0,0,0
45373425,NA,0,NA,NA,NA,0,0,0,0,0
45373218,NA,0,NA,NA,NA,0,0,0,0,0
45373188,4,0,1,1,0,1,1,0,4,1
45373164,NA,0,NA,NA,NA,0,0,0,0,0
45373139,5,0,0,0,1,0,1,0,2,1
45372991,NA,0,NA,NA,NA,0,0,0,0,0
45372873,NA,0,NA,NA,NA,0,0,0,0,0
45372830,3,0,NA,NA,0,0,1,0,1,0
45372695,NA,0,NA,NA,NA,0,0,0,0,0
45372650,NA,0,NA,NA,NA,0,0,0,0,0
45372636,NA,0,NA,NA,NA,0,0,0,0,0
45372631,NA,0,NA,NA,NA,0,0,0,0,0
45372615,NA,0,NA,NA,NA,0,0,0,0,0
45372587,NA,0,NA,NA,NA,0,0,0,0,0
45372567,NA,0,NA,NA,NA,0,0,0,0,0
45372537,NA,0,NA,NA,NA,0,0,0,0,0
45372529,NA,0,NA,NA,NA,0,0,0,0,0
45372504,NA,0,NA,NA,NA,0,0,0,0,0
45372448,1,0,1,0,0,1,0,1,3,1
45372347,NA,0,NA,NA,NA,0,0,0,0,0
45372311,NA,0,NA,NA,NA,0,0,0,0,0
45372292,NA,0,NA,NA,NA,0,0,0,0,0
45372258,NA,0,NA,NA,NA,0,0,0,0,0
45372248,NA,0,NA,NA,NA,0,0,0,0,0
45372160,NA,0,NA,NA,NA,0,0,0,0,0
45372152,1,0,1,0,0,1,0,1,3,1
45372143,NA,0,NA,NA,NA,0,0,0,0,0
45372111,NA,0,NA,NA,NA,0,0,0,0,0
45372041,4,0,0,0,0,1,0,0,1,0
45372039,NA,0,NA,NA,NA,0,0,0,0,0
45371897,NA,0,NA,NA,NA,0,0,0,0,0
45371837,NA,0,NA,NA,NA,0,0,0,0,0
45371834,NA,0,NA,NA,NA,0,0,0,0,0
45371828,NA,0,NA,NA,NA,0,0,0,0,0
45371761,NA,0,NA,NA,NA,0,0,0,0,0
45371750,NA,0,NA,NA,NA,0,0,0,0,0
45371729,NA,0,NA,NA,NA,0,0,0,0,0
45371700,NA,0,NA,NA,NA,0,0,0,0,0
45371593,NA,0,NA,NA,NA,0,0,0,0,0
45371581,NA,0,NA,NA,NA,0,0,0,0,0
45371470,NA,0,NA,NA,0,1,0,0,1,0
45371451,NA,0,NA,NA,NA,0,0,0,0,0
45371399,1,0,1,1,0,1,0,1,4,1
45371349,4,0,1,0,1,0,0,0,2,1
45371331,NA,0,NA,NA,NA,1,0,0,1,0
45371327,4,0,0,0,0,0,0,0,0,0
45371276,4,0,1,0,0,0,1,0,2,1
45371232,NA,0,NA,NA,NA,0,0,0,0,0
45371151,NA,0,NA,NA,NA,0,0,0,0,0
45371140,NA,0,NA,NA,NA,0,0,0,0,0
45370983,NA,0,NA,NA,NA,0,0,0,0,0
45370930,1,0,0,1,0,0,0,1,2,1
45370921,NA,0,1,0,NA,0,0,0,1,0
45370841,NA,0,NA,NA,NA,0,0,0,0,0
45370749,NA,0,NA,NA,NA,0,0,0,0,0
45370669,NA,0,NA,NA,NA,0,0,0,0,0
45370659,NA,0,NA,NA,NA,0,0,0,0,0
45370649,NA,0,NA,NA,NA,0,0,0,0,0
45370596,5,0,NA,NA,0,0,0,0,0,0
45370439,NA,0,NA,NA,NA,0,0,0,0,0
45370335,NA,0,NA,NA,NA,0,0,0,0,0
45370309,NA,0,NA,NA,NA,0,0,0,0,0
45370305,NA,0,NA,NA,NA,0,0,0,0,0
45370287,NA,0,NA,NA,NA,0,0,0,0,0
45370275,NA,0,NA,NA,NA,0,0,0,0,0
45370213,NA,0,NA,NA,NA,0,0,0,0,0
45370211,5,0,0,0,0,0,0,0,0,0
45370204,1,0,1,1,0,0,0,1,3,1
45370167,NA,0,NA,NA,NA,0,0,0,0,0
45370086,NA,0,NA,NA,NA,0,0,0,0,0
45370056,5,0,0,0,0,1,0,0,1,0
45370038,NA,0,NA,NA,NA,0,0,0,0,0
45369952,3,0,0,0,0,1,0,0,1,0
45369902,5,0,0,0,0,1,0,0,1,0
45369859,NA,0,NA,NA,NA,0,0,0,0,0
45369852,NA,0,NA,NA,NA,0,0,0,0,0
45369850,NA,0,NA,NA,NA,0,0,0,0,0
45369839,NA,0,NA,NA,NA,0,0,0,0,0
45369825,NA,0,NA,NA,NA,0,0,0,0,0
45369779,NA,0,NA,NA,NA,0,0,0,0,0
45369748,NA,0,NA,NA,NA,0,0,0,0,0
45369705,5,0,0,0,0,1,0,0,1,0
45369687,3,0,0,0,0,0,1,0,1,0
45369651,NA,0,NA,NA,NA,0,0,0,0,0
45369514,NA,0,NA,NA,NA,0,0,0,0,0
45369489,1,0,1,0,0,0,0,1,2,1
45369437,1,0,0,0,0,0,0,1,1,0
45369333,NA,0,NA,NA,NA,0,0,0,0,0
45369330,NA,0,NA,NA,NA,0,0,0,0,0
45369282,NA,0,NA,NA,NA,0,0,0,0,0
45369176,NA,0,NA,NA,NA,0,0,0,0,0
45369169,NA,0,NA,NA,NA,0,0,0,0,0
45369013,NA,0,NA,NA,NA,0,0,0,0,0
45369003,NA,0,NA,NA,NA,0,0,0,0,0
45369002,NA,0,NA,NA,NA,0,0,0,0,0
45368945,4,0,0,1,0,0,1,0,2,1
45368860,NA,0,NA,NA,NA,0,0,0,0,0
45368806,NA,0,NA,NA,NA,0,0,0,0,0
45368786,1,0,0,1,0,1,0,1,3,1
45368768,NA,0,NA,NA,NA,0,0,0,0,0
45368660,NA,0,NA,NA,NA,0,0,0,0,0
45368652,NA,0,NA,NA,NA,0,0,0,0,0
45368632,NA,0,NA,NA,NA,0,0,0,0,0
45368547,NA,0,NA,NA,NA,0,0,0,0,0
45368526,1,0,NA,NA,1,0,1,1,3,1
45368491,NA,0,NA,NA,NA,0,0,0,0,0
45368461,NA,0,NA,NA,NA,0,0,0,0,0
45368446,NA,0,NA,NA,NA,0,0,0,0,0
45368445,NA,0,NA,NA,NA,0,0,0,0,0
45368444,NA,0,NA,NA,NA,0,0,0,0,0
45368437,NA,0,NA,NA,NA,0,0,0,0,0
45368403,NA,0,NA,NA,NA,0,0,0,0,0
45368326,NA,0,NA,NA,NA,0,0,0,0,0
45368306,1,0,1,1,0,0,1,1,4,1
45368262,NA,0,NA,NA,NA,0,0,0,0,0
45368228,NA,0,NA,NA,NA,0,0,0,0,0
45368212,NA,0,NA,NA,NA,0,0,0,0,0
45368200,NA,0,NA,NA,NA,0,0,0,0,0
45368187,NA,0,NA,NA,NA,0,0,0,0,0
45368159,NA,0,NA,NA,NA,0,0,0,0,0
45368155,NA,0,NA,NA,NA,0,0,0,0,0
45368119,2,0,1,0,1,0,0,1,3,1
45368042,NA,0,NA,NA,NA,0,0,0,0,0
45368037,NA,0,NA,NA,NA,0,0,0,0,0
45368015,NA,0,NA,NA,NA,0,0,0,0,0
45367906,NA,0,NA,NA,NA,0,0,0,0,0
45367900,NA,0,NA,NA,NA,0,0,0,0,0
45367829,NA,0,NA,NA,NA,0,0,0,0,0
45367828,NA,0,NA,NA,NA,0,0,0,0,0
45367822,NA,0,NA,NA,NA,0,0,0,0,0
45367792,NA,0,NA,NA,NA,0,0,0,0,0
45367751,NA,0,NA,NA,NA,0,0,0,0,0
45367743,NA,0,NA,NA,NA,0,0,0,0,0
45367742,NA,0,NA,NA,NA,0,0,0,0,0
45367710,NA,0,NA,NA,NA,0,0,0,0,0
45367599,NA,0,NA,NA,NA,0,0,0,0,0
45367587,NA,0,NA,NA,NA,0,0,0,0,0
45367566,3,0,1,1,0,0,1,0,3,1
45367502,NA,0,NA,NA,NA,0,0,0,0,0
45367494,NA,0,NA,NA,NA,0,0,0,0,0
45367486,NA,0,NA,NA,NA,0,0,0,0,0
45367471,NA,0,NA,NA,NA,0,0,0,0,0
45367438,NA,0,NA,NA,NA,0,0,0,0,0
45367425,NA,0,NA,NA,NA,0,0,0,0,0
45367403,NA,0,NA,NA,NA,0,0,0,0,0
45367358,NA,0,NA,NA,NA,0,0,0,0,0
45367352,NA,0,NA,NA,NA,0,0,0,0,0
45367347,NA,0,NA,NA,NA,0,0,0,0,0
45367303,NA,0,NA,NA,NA,0,0,0,0,0
45367208,NA,0,NA,NA,NA,0,0,0,0,0
45367190,NA,0,NA,NA,NA,0,0,0,0,0
45367161,NA,0,NA,NA,NA,0,0,0,0,0
45367149,NA,0,NA,NA,NA,0,0,0,0,0
45367129,NA,0,NA,NA,NA,0,0,0,0,0
45367068,NA,0,NA,NA,NA,0,0,0,0,0
45367054,NA,0,NA,NA,NA,0,0,0,0,0
45367046,NA,0,NA,NA,NA,0,0,0,0,0
45367043,NA,0,NA,NA,NA,0,0,0,0,0
45366978,NA,0,NA,NA,NA,0,0,0,0,0
45366975,NA,0,NA,NA,NA,0,0,0,0,0
45366902,4,0,0,0,0,1,0,0,1,0
45366864,NA,0,NA,NA,NA,0,0,0,0,0
45366834,NA,0,NA,NA,NA,0,0,0,0,0
45366790,NA,0,NA,NA,NA,0,0,0,0,0
45366768,NA,0,NA,NA,NA,0,0,0,0,0
45366746,NA,0,NA,NA,NA,0,0,0,0,0
45366664,NA,0,NA,NA,NA,0,0,0,0,0
45366661,NA,0,NA,NA,NA,0,0,0,0,0
45366641,NA,0,NA,NA,NA,0,0,0,0,0
45366606,NA,0,NA,NA,NA,0,0,0,0,0
45366577,NA,0,NA,NA,NA,0,0,0,0,0
45366548,NA,0,NA,NA,NA,0,0,0,0,0
45366522,5,0,NA,NA,0,0,0,0,0,0
45366520,NA,0,NA,NA,NA,0,0,0,0,0
45366367,NA,0,NA,NA,NA,0,0,0,0,0
45366359,2,0,0,1,0,1,1,1,4,1
45366357,NA,0,NA,NA,NA,0,0,0,0,0
45366274,2,0,0,0,1,0,1,1,3,1
45366272,NA,0,NA,NA,NA,0,0,0,0,0
45366186,NA,0,NA,NA,NA,0,0,0,0,0
45366183,NA,0,NA,NA,NA,0,0,0,0,0
45366125,NA,0,NA,NA,NA,0,0,0,0,0
45366124,NA,0,NA,NA,NA,0,0,0,0,0
45366122,NA,0,NA,NA,NA,0,0,0,0,0
45366112,NA,0,NA,NA,NA,0,0,0,0,0
45366098,NA,0,NA,NA,NA,0,0,0,0,0
45366055,NA,0,NA,NA,NA,0,0,0,0,0
45366005,5,0,NA,NA,0,0,1,0,1,0
45365992,NA,0,NA,NA,NA,0,0,0,0,0
45365910,1,0,1,1,0,0,1,1,4,1
45365867,NA,0,NA,NA,NA,0,0,0,0,0
45365825,NA,0,NA,NA,NA,0,0,0,0,0
45365774,NA,0,NA,NA,NA,0,0,0,0,0
45365732,NA,0,NA,NA,NA,0,0,0,0,0
