ID_anonym,Intake_Year,IMD_Quintile,WP1_InCare_n_J,WP2_GCSE_both_n_J,WP3_FSM_n_J,WP4_LPN_n_J,WP5_1stGen_n_J,WP6_SEC_J,WP7_IMD_J,wp_sum_J,wp_ind_J
45464643,17/18,2,0,NA,NA,0,0,0,1,1,0
45464631,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464583,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464577,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464528,18/19,2,0,NA,NA,0,1,0,1,2,1
45464360,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464302,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464255,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464252,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464242,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464225,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464177,17/18,3,0,1,1,0,0,0,0,2,1
45464109,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464103,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464102,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464101,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45464100,17/18,4,0,0,0,0,0,0,0,0,0
45464084,17/18,3,0,NA,NA,0,0,0,0,0,0
45464056,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463972,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463961,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463944,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463896,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463890,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45463888,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463854,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463783,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463764,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45463760,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45463757,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463751,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463705,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463671,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463632,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463598,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463591,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463501,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463458,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463386,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463365,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463298,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463282,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463221,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463143,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463120,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463056,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45463038,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462976,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462938,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462893,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462883,19/20,NA,0,NA,NA,NA,0,0,0,0,0
45462851,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462837,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462802,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462796,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462778,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462751,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462737,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462703,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462687,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462643,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462435,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462407,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462362,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462236,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45462070,17/18,1,0,NA,NA,0,0,0,1,1,0
45462041,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45462030,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45461914,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45461864,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45461789,17/18,2,0,NA,NA,0,0,0,1,1,0
45461745,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45461716,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45461602,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45461530,17/18,NA,0,NA,NA,0,1,0,0,1,0
45461493,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45461330,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45461319,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45461246,17/18,NA,0,1,0,NA,0,0,0,1,0
45461213,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45460948,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45460907,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45460727,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45460713,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45460445,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45460364,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45460347,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45459952,17/18,5,0,0,0,0,1,0,0,1,0
45459836,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45459707,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45459319,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45440030,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45439522,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45439332,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45439172,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45438404,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45437408,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45437338,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45436244,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45435505,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45434395,18/19,5,0,NA,NA,0,0,0,0,0,0
45434312,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45433576,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45432228,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45431938,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45406764,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45401522,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45401500,18/19,3,0,NA,NA,NA,1,0,0,1,0
45401406,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45401314,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45400698,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45397372,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45397285,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45397182,18/19,5,0,NA,NA,0,0,0,0,0,0
45397076,18/19,3,0,NA,NA,0,0,0,0,0,0
45397057,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45397049,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396915,18/19,4,0,NA,NA,0,0,0,0,0,0
45396860,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396837,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396764,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396748,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396717,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396627,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396556,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396335,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396307,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396295,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45396009,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45395834,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45395536,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45395376,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45395366,18/19,4,0,NA,NA,0,1,0,0,1,0
45395337,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45395065,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45394965,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45394892,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45394812,19/20,NA,0,NA,NA,NA,0,0,0,0,0
45394778,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45394410,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45393919,19/20,NA,0,NA,NA,NA,0,0,0,0,0
45392953,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45392580,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45392052,18/19,2,0,0,0,0,0,0,1,1,0
45391759,18/19,5,0,NA,NA,0,1,0,0,1,0
45391725,18/19,3,0,0,0,0,1,0,0,1,0
45391358,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45389858,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45389682,19/20,NA,0,NA,NA,NA,0,0,0,0,0
45389676,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45389093,18/19,5,0,NA,NA,0,0,0,0,0,0
45389023,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45388969,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45388930,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45388858,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45388707,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45388699,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45388555,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45388181,19/20,2,0,NA,NA,0,1,0,1,2,1
45387995,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45387958,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45387833,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45387418,19/20,5,0,0,0,0,1,0,0,1,0
45386868,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45386507,19/20,4,0,NA,NA,0,1,0,0,1,0
45386195,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45385997,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45385996,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45385933,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45385926,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45385689,18/19,2,0,0,0,0,1,0,1,2,1
45385399,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45385298,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45385225,18/19,4,0,0,0,0,0,0,0,0,0
45385217,18/19,5,0,0,0,0,0,0,0,0,0
45385180,18/19,5,0,0,0,0,0,0,0,0,0
45385178,18/19,4,0,0,0,0,1,0,0,1,0
45385109,19/20,4,0,NA,NA,0,1,0,0,1,0
45385101,18/19,3,0,NA,NA,0,0,0,0,0,0
45384982,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384901,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384789,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384751,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384653,18/19,5,0,0,0,0,1,0,0,1,0
45384590,18/19,2,0,0,0,0,1,0,1,2,1
45384549,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384537,18/19,5,0,NA,NA,0,0,0,0,0,0
45384488,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384468,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384466,19/20,NA,0,NA,NA,NA,0,0,0,0,0
45384459,19/20,NA,0,NA,NA,NA,0,0,0,0,0
45384451,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384356,18/19,4,0,0,0,0,1,0,0,1,0
45384285,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384280,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384257,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384254,18/19,5,0,NA,NA,0,0,1,0,1,0
45384179,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384103,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45384097,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45383985,18/19,NA,0,1,0,NA,0,0,0,1,0
45383973,18/19,5,0,0,0,0,1,0,0,1,0
45383885,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45383880,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45383855,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45383685,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45383672,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45383568,18/19,5,0,0,0,0,1,0,0,1,0
45383382,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45383364,18/19,5,0,0,0,0,1,0,0,1,0
45383271,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45383266,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45383137,18/19,5,0,NA,NA,0,0,0,0,0,0
45383072,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45382991,18/19,3,0,0,0,0,1,0,0,1,0
45382907,18/19,5,0,0,0,0,1,0,0,1,0
45382847,18/19,4,0,0,1,0,0,0,0,1,0
45382783,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45382770,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45382718,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45382661,18/19,1,0,0,0,1,0,0,1,2,1
45382540,18/19,4,0,NA,NA,0,0,0,0,0,0
45382484,19/20,5,0,NA,NA,0,1,0,0,1,0
45382368,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45382326,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45382251,18/19,4,0,NA,NA,0,1,0,0,1,0
45382183,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45382125,18/19,4,0,0,0,1,0,0,0,1,0
45382098,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45382023,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381983,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381982,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381925,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381855,19/20,5,0,NA,NA,0,1,0,0,1,0
45381727,18/19,3,0,NA,NA,0,1,0,0,1,0
45381670,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381648,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381631,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381572,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381449,18/19,1,0,1,0,0,1,0,1,3,1
45381444,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381324,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381322,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381305,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381243,18/19,5,0,0,0,0,1,0,0,1,0
45381184,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45381081,18/19,5,0,0,0,0,1,0,0,1,0
45381055,18/19,2,0,0,1,0,0,0,1,2,1
45380966,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380924,19/20,5,0,NA,NA,0,0,0,0,0,0
45380905,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380872,18/19,5,0,0,0,0,1,0,0,1,0
45380808,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380799,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380683,18/19,1,0,0,0,0,0,0,1,1,0
45380542,18/19,NA,0,0,0,0,1,0,0,1,0
45380539,18/19,4,0,NA,NA,0,0,0,0,0,0
45380467,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380447,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380410,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380408,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380397,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380394,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380340,18/19,3,0,NA,NA,0,1,0,0,1,0
45380104,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380080,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380072,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45380065,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379952,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379886,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379871,18/19,2,0,0,0,0,0,1,1,2,1
45379867,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379662,19/20,4,0,0,0,0,0,0,0,0,0
45379593,18/19,2,0,1,0,0,1,1,1,4,1
45379540,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379532,18/19,1,0,0,1,0,0,1,1,3,1
45379515,18/19,5,0,0,0,0,0,0,0,0,0
45379441,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379440,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379430,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379417,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379384,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379379,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379289,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379121,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379103,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379039,18/19,3,0,NA,NA,0,1,0,0,1,0
45379010,19/20,4,0,0,0,0,1,0,0,1,0
45379008,19/20,5,0,0,0,0,0,0,0,0,0
45379006,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379005,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45379001,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378993,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378975,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378877,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378869,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378759,18/19,5,0,NA,NA,0,1,0,0,1,0
45378732,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378699,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378594,18/19,5,0,NA,NA,0,1,0,0,1,0
45378582,18/19,3,0,0,0,0,1,0,0,1,0
45378575,18/19,5,0,0,0,0,0,0,0,0,0
45378566,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378564,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378561,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378542,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378499,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378493,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378435,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378418,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378407,18/19,2,0,NA,NA,0,1,0,1,2,1
45378381,18/19,3,0,NA,NA,0,1,0,0,1,0
45378360,18/19,2,0,NA,NA,0,1,0,1,2,1
45378270,18/19,4,0,0,0,1,0,0,0,1,0
45378230,18/19,4,0,0,0,0,1,0,0,1,0
45378227,18/19,3,0,0,0,0,1,0,0,1,0
45378186,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378183,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378174,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378160,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378101,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378017,18/19,5,0,NA,NA,0,1,0,0,1,0
45378014,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45378012,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377964,18/19,4,0,0,0,0,0,0,0,0,0
45377832,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377810,18/19,3,0,0,0,0,1,0,0,1,0
45377641,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377571,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377549,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377536,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377366,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377363,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377360,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377197,18/19,3,0,0,0,0,1,0,0,1,0
45377170,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377155,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377141,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377119,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45377100,18/19,5,0,0,0,0,0,0,0,0,0
45377069,18/19,1,0,1,1,0,1,0,1,4,1
45377029,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376963,19/20,4,0,1,0,0,0,0,0,1,0
45376946,18/19,5,0,NA,NA,0,0,0,0,0,0
45376922,18/19,1,0,0,0,0,0,0,1,1,0
45376916,18/19,5,0,NA,NA,0,0,0,0,0,0
45376882,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376877,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376874,19/20,2,0,NA,NA,0,1,0,1,2,1
45376853,18/19,2,0,0,0,0,1,0,1,2,1
45376852,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376851,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376832,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376762,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376548,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376528,18/19,5,0,0,0,0,1,0,0,1,0
45376512,18/19,2,0,1,0,0,0,0,1,2,1
45376446,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376429,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376401,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376392,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376260,18/19,5,0,NA,NA,0,1,0,0,1,0
45376147,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376095,18/19,3,0,1,0,0,1,0,0,2,1
45376091,18/19,5,0,0,0,0,1,0,0,1,0
45376038,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376035,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45376008,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45375934,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45375879,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45375821,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45375769,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45375767,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45375732,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45375692,18/19,4,0,0,0,0,1,0,0,1,0
45375603,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45375319,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45375155,18/19,5,0,NA,NA,0,1,0,0,1,0
45375076,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45375062,18/19,5,0,NA,NA,0,1,0,0,1,0
45375005,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374997,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374932,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374923,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374891,18/19,2,0,1,0,0,1,0,1,3,1
45374872,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374692,18/19,4,0,1,1,0,0,0,0,2,1
45374643,18/19,3,0,0,0,0,1,0,0,1,0
45374580,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374572,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374544,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374505,18/19,2,0,0,0,0,0,1,1,2,1
45374410,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374397,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374353,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374351,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374338,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374286,18/19,5,0,0,0,0,1,0,0,1,0
45374118,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374103,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374083,18/19,3,0,NA,NA,0,1,0,0,1,0
45374043,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45374020,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45373946,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45373862,18/19,2,0,1,1,0,0,0,1,3,1
45373847,18/19,1,0,0,1,0,1,0,1,3,1
45373746,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45373730,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45373662,18/19,2,0,1,0,0,1,1,1,4,1
45373512,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45373453,18/19,NA,0,0,0,0,1,0,0,1,0
45373440,18/19,5,0,NA,NA,0,0,0,0,0,0
45373425,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45373218,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45373188,18/19,4,0,1,1,0,1,1,0,4,1
45373164,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45373139,18/19,5,0,0,0,1,0,1,0,2,1
45372991,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372873,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372830,19/20,3,0,NA,NA,0,0,1,0,1,0
45372695,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372650,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372636,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372631,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372615,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372587,19/20,NA,0,NA,NA,NA,0,0,0,0,0
45372567,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372537,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372529,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372504,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372448,18/19,1,0,1,0,0,1,0,1,3,1
45372347,19/20,NA,0,NA,NA,NA,0,0,0,0,0
45372311,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372292,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372258,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372248,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372160,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372152,18/19,1,0,1,0,0,1,0,1,3,1
45372143,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372111,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45372041,18/19,4,0,0,0,0,1,0,0,1,0
45372039,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45371897,18/19,NA,0,NA,NA,NA,0,0,0,0,0
45371837,18/19,NA,0,NA,NA,NA,0,0,0,0,0
